rolling_step,horizon_step,target_index,predicted_value,true_value,error,absolute_error,squared_error
0,1,0,-0.17721232771873474,-0.20360058546066284,0.0263882577419281,0.0263882577419281,0.0006963401466544283
0,2,1,-0.17922212183475494,-0.20164847373962402,0.02242635190486908,0.02242635190486908,0.000502941259761025
0,3,2,-0.17860865592956543,-0.2639722228050232,0.08536356687545776,0.08536356687545776,0.00728693854970075
0,4,3,-0.17668423056602478,-0.31812596321105957,0.1414417326450348,0.1414417326450348,0.0200057637336295
0,5,4,-0.17577743530273438,-0.29404956102371216,0.11827212572097778,0.11827212572097778,0.013988295722558775
1,1,1,-0.2503149211406708,-0.29144287109375,0.041127949953079224,0.041127949953079224,0.0016915082673429893
1,2,2,-0.25121811032295227,-0.1587815284729004,-0.09243658185005188,0.09243658185005188,0.00854452166412134
1,3,3,-0.25085172057151794,-0.20852035284042358,-0.04233136773109436,0.04233136773109436,0.001791944693985137
1,4,4,-0.24589383602142334,-0.18379813432693481,-0.062095701694488525,0.062095701694488525,0.003855876168930905
1,5,5,-0.2510281205177307,-0.18541687726974487,-0.06561124324798584,0.06561124324798584,0.0043048352405463675
2,1,2,-0.1865788698196411,-0.18524444103240967,-0.0013344287872314453,0.0013344287872314453,1.780700188191986e-06
2,2,3,-0.18724463880062103,-0.24123162031173706,0.05398698151111603,0.05398698151111603,0.002914594172681584
2,3,4,-0.18419906497001648,-0.2630165219306946,0.0788174569606781,0.0788174569606781,0.006212191521748345
2,4,5,-0.1861487329006195,-0.2962747812271118,0.11012604832649231,0.11012604832649231,0.01212774652000892
2,5,6,-0.1818375289440155,-0.28189677000045776,0.10005924105644226,0.10005924105644226,0.01001185172079122
3,1,3,-0.15629586577415466,-0.13266336917877197,-0.02363249659538269,0.02363249659538269,0.0005584948953307745
3,2,4,-0.15986886620521545,-0.10124975442886353,-0.05861911177635193,0.05861911177635193,0.0034362002654484414
3,3,5,-0.15700143575668335,-0.06257385015487671,-0.09442758560180664,0.09442758560180664,0.00891656892258652
3,4,6,-0.1529093086719513,-0.08182734251022339,-0.0710819661617279,0.0710819661617279,0.005052645913417031
3,5,7,-0.15038970112800598,-0.07937848567962646,-0.07101121544837952,0.07101121544837952,0.005042592719456174
4,1,4,-0.06691684573888779,-0.06634670495986938,-0.0005701407790184021,0.0005701407790184021,3.250605078997104e-07
4,2,5,-0.068107970058918,-0.043288230895996094,-0.024819739162921906,0.024819739162921906,0.0006160194521154794
4,3,6,-0.06572899222373962,-0.018515348434448242,-0.04721364378929138,0.04721364378929138,0.0022291281598620927
4,4,7,-0.06583589315414429,-0.024344265460968018,-0.04149162769317627,0.04149162769317627,0.001721555168629152
4,5,8,-0.056975431740283966,-0.026744425296783447,-0.03023100644350052,0.03023100644350052,0.0009139137505869699
5,1,5,-0.13208919763565063,-0.12360566854476929,-0.008483529090881348,0.008483529090881348,7.19702658358301e-05
5,2,6,-0.13569577038288116,-0.12128472328186035,-0.014411047101020813,0.014411047101020813,0.00020767827854784038
5,3,7,-0.1335490196943283,-0.12667518854141235,-0.006873831152915955,0.006873831152915955,4.724955471879788e-05
5,4,8,-0.1339658498764038,-0.07913458347320557,-0.05483126640319824,0.05483126640319824,0.0030064677753784963
5,5,9,-0.1294906735420227,-0.027251720428466797,-0.10223895311355591,0.10223895311355591,0.010452803533755883
6,1,6,-0.09033267199993134,-0.029124796390533447,-0.06120787560939789,0.06120787560939789,0.003746404036615525
6,2,7,-0.09280380606651306,-0.032783329486846924,-0.06002047657966614,0.06002047657966614,0.0036024576088502513
6,3,8,-0.09039377421140671,-0.02869439125061035,-0.061699382960796356,0.061699382960796356,0.0038068138577430077
6,4,9,-0.09392146021127701,-0.027474820613861084,-0.06644663959741592,0.06644663959741592,0.004415155913788882
6,5,10,-0.08620745688676834,-0.03601139783859253,-0.05019605904817581,0.05019605904817581,0.0025196443439679528
7,1,7,0.07432299107313156,0.04082763195037842,0.03349535912275314,0.03349535912275314,0.0011219390827622022
7,2,8,0.07543764263391495,0.048961520195007324,0.026476122438907623,0.026476122438907623,0.0007009850594000278
7,3,9,0.07544321566820145,0.03680014610290527,0.03864306956529617,0.03864306956529617,0.0014932868254283194
7,4,10,0.07621709257364273,0.07004666328430176,0.006170429289340973,0.006170429289340973,3.8074197614756944e-05
7,5,11,0.08346463739871979,0.06459760665893555,0.01886703073978424,0.01886703073978424,0.0003559648489359635
8,1,8,0.16036975383758545,0.20001733303070068,-0.039647579193115234,0.039647579193115234,0.001571930535874344
8,2,9,0.1577187329530716,0.16501426696777344,-0.007295534014701843,0.007295534014701843,5.3224816559671595e-05
8,3,10,0.15606480836868286,0.18441247940063477,-0.028347671031951904,0.028347671031951904,0.0008035904529357651
8,4,11,0.16298255324363708,0.21751880645751953,-0.054536253213882446,0.054536253213882446,0.0029742029146087035
8,5,12,0.17183227837085724,0.22355377674102783,-0.05172149837017059,0.05172149837017059,0.0026751133936555593
9,1,9,0.2972855269908905,0.28714609146118164,0.010139435529708862,0.010139435529708862,0.00010280815286112244
9,2,10,0.2924235761165619,0.30305254459381104,-0.010628968477249146,0.010628968477249146,0.00011297497089035602
9,3,11,0.2877432703971863,0.31141960620880127,-0.02367633581161499,0.02367633581161499,0.0005605688774643625
9,4,12,0.29941192269325256,0.32364845275878906,-0.0242365300655365,0.0242365300655365,0.0005874093896176547
9,5,13,0.31231528520584106,0.3132585287094116,-0.0009432435035705566,0.0009432435035705566,8.897083070280587e-07
10,1,10,0.25994813442230225,0.2561725378036499,0.0037755966186523438,0.0037755966186523438,1.4255129826779012e-05
10,2,11,0.2535565197467804,0.22992289066314697,0.023633629083633423,0.023633629083633423,0.0005585484236627636
10,3,12,0.249177485704422,0.2534869909286499,-0.004309505224227905,0.004309505224227905,1.8571835277647608e-05
10,4,13,0.26035526394844055,0.24854886531829834,0.011806398630142212,0.011806398630142212,0.0001393910486138239
10,5,14,0.27351683378219604,0.2603309154510498,0.01318591833114624,0.01318591833114624,0.00017386844223565845
11,1,11,0.22045865654945374,0.19189667701721191,0.02856197953224182,0.02856197953224182,0.0008157866748002007
11,2,12,0.21537910401821136,0.19454801082611084,0.020831093192100525,0.020831093192100525,0.00043393444357797684
11,3,13,0.21108201146125793,0.22545361518859863,-0.014371603727340698,0.014371603727340698,0.00020654299369571305
11,4,14,0.22185340523719788,0.2785649299621582,-0.05671152472496033,0.05671152472496033,0.0032161970366297865
11,5,15,0.23417815566062927,0.2844477891921997,-0.050269633531570435,0.050269633531570435,0.0025270360553983906
12,1,12,0.4058091938495636,0.43213796615600586,-0.02632877230644226,0.02632877230644226,0.0006932042511644809
12,2,13,0.4011000096797943,0.43431687355041504,-0.03321686387062073,0.03321686387062073,0.0011033600453993486
12,3,14,0.3928662836551666,0.39173853397369385,0.0011277496814727783,0.0011277496814727783,1.271819344061953e-06
12,4,15,0.4035312235355377,0.4275987148284912,-0.02406749129295349,0.02406749129295349,0.0005792441371363921
12,5,16,0.42439955472946167,0.44657278060913086,-0.02217322587966919,0.02217322587966919,0.0004916519459108315
13,1,13,0.6289107799530029,0.6431983709335327,-0.014287590980529785,0.014287590980529785,0.00020413525602691607
13,2,14,0.6175010204315186,0.6614744663238525,-0.043973445892333984,0.043973445892333984,0.0019336639436460246
13,3,15,0.609760046005249,0.6913810968399048,-0.08162105083465576,0.08162105083465576,0.00666199593935346
13,4,16,0.6265044808387756,0.704049825668335,-0.07754534482955933,0.07754534482955933,0.006013280504735263
13,5,17,0.6443417072296143,0.7125648260116577,-0.06822311878204346,0.06822311878204346,0.004654393936348811
14,1,14,0.4909767210483551,0.4622995853424072,0.028677135705947876,0.028677135705947876,0.0008223781122973506
14,2,15,0.4799986779689789,0.521390438079834,-0.0413917601108551,0.0413917601108551,0.0017132778050745756
14,3,16,0.472396582365036,0.5273618698120117,-0.05496528744697571,0.05496528744697571,0.0030211828241286653
14,4,17,0.488130658864975,0.5418895483016968,-0.0537588894367218,0.0537588894367218,0.002890018193469679
14,5,18,0.507955014705658,0.5366311073303223,-0.028676092624664307,0.028676092624664307,0.0008223182882183266
15,1,15,0.6835458874702454,0.668581485748291,0.014964401721954346,0.014964401721954346,0.0002239333188960302
15,2,16,0.6710582971572876,0.6262291669845581,0.04482913017272949,0.04482913017272949,0.0020096509120435258
15,3,17,0.66009521484375,0.6627397537231445,-0.0026445388793945312,0.0026445388793945312,6.993585884629283e-06
15,4,18,0.6791352033615112,0.691558837890625,-0.01242363452911377,0.01242363452911377,0.00015434669491298791
15,5,19,0.7013809680938721,0.6892220973968506,0.012158870697021484,0.012158870697021484,0.00014783813662688772
16,1,16,0.6036123037338257,0.6227506399154663,-0.019138336181640625,0.019138336181640625,0.00036627591180149466
16,2,17,0.5889569520950317,0.6113661527633667,-0.02240920066833496,0.02240920066833496,0.0005021722745937041
16,3,18,0.578741729259491,0.6458868980407715,-0.06714516878128052,0.06714516878128052,0.004508473690666648
16,4,19,0.5959517359733582,0.6330333948135376,-0.03708165884017944,0.03708165884017944,0.0013750494223394583
16,5,20,0.6208609342575073,0.5949320793151855,0.025928854942321777,0.025928854942321777,0.0006723055186199645
17,1,17,0.525634765625,0.5376729965209961,-0.012038230895996094,0.012038230895996094,0.00014491900310531491
17,2,18,0.5184135437011719,0.5228087902069092,-0.004395246505737305,0.004395246505737305,1.9318191846195987e-05
17,3,19,0.509509801864624,0.532718300819397,-0.02320849895477295,0.02320849895477295,0.0005386344237336971
17,4,20,0.5225656032562256,0.5442508459091187,-0.021685242652893066,0.021685242652893066,0.0004702497489148527
17,5,21,0.5439059138298035,0.5607380867004395,-0.016832172870635986,0.016832172870635986,0.0002833220435469741
18,1,18,0.36505332589149475,0.3452047109603882,0.019848614931106567,0.019848614931106567,0.00039396751468334656
18,2,19,0.35462290048599243,0.35333240032196045,0.0012905001640319824,0.0012905001640319824,1.6653906733665735e-06
18,3,20,0.3491367697715759,0.3417319059371948,0.0074048638343811035,0.0074048638343811035,5.483200840572522e-05
18,4,21,0.36071938276290894,0.3449091911315918,0.01581019163131714,0.01581019163131714,0.0002499621594189705
18,5,22,0.386432409286499,0.33330869674682617,0.05312371253967285,0.05312371253967285,0.0028221288339977946
19,1,19,0.3878800868988037,0.38095593452453613,0.006924152374267578,0.006924152374267578,4.794388610207534e-05
19,2,20,0.38202860951423645,0.332625150680542,0.04940345883369446,0.04940345883369446,0.002440701744732543
19,3,21,0.37531548738479614,0.3308042287826538,0.044511258602142334,0.044511258602142334,0.00198125214234679
19,4,22,0.3864498436450958,0.3276175260543823,0.0588323175907135,0.0588323175907135,0.0034612415930945772
19,5,23,0.41106492280960083,0.35045528411865234,0.060609638690948486,0.060609638690948486,0.0036735283022473197
20,1,20,0.27776429057121277,0.29183125495910645,-0.014066964387893677,0.014066964387893677,0.00019787948709026892
20,2,21,0.27164962887763977,0.30591273307800293,-0.03426310420036316,0.03426310420036316,0.0011739603094449436
20,3,22,0.2662089169025421,0.3046914339065552,-0.03848251700401306,0.03848251700401306,0.0014809041149641544
20,4,23,0.27569976449012756,0.2944176197052002,-0.018717855215072632,0.018717855215072632,0.0003503581038524217
20,5,24,0.30062463879585266,0.2513829469680786,0.04924169182777405,0.04924169182777405,0.0024247442140614694
21,1,21,0.2843886911869049,0.21994423866271973,0.06444445252418518,0.06444445252418518,0.004153087461141958
21,2,22,0.283500999212265,0.21880125999450684,0.06469973921775818,0.06469973921775818,0.004186056254845916
21,3,23,0.27767375111579895,0.22623038291931152,0.05144336819648743,0.05144336819648743,0.002646420131399374
21,4,24,0.28695574402809143,0.1930851936340332,0.09387055039405823,0.09387055039405823,0.008811680231283425
21,5,25,0.3083425760269165,0.2023000717163086,0.10604250431060791,0.10604250431060791,0.011245012720465297
22,1,22,0.1739923655986786,0.17765510082244873,-0.0036627352237701416,0.0036627352237701416,1.341562931944651e-05
22,2,23,0.1715320199728012,0.22296547889709473,-0.05143345892429352,0.05143345892429352,0.0026454006969169885
22,3,24,0.16627374291419983,0.2218620777130127,-0.055588334798812866,0.055588334798812866,0.0030900629657049095
22,4,25,0.17448830604553223,0.22634482383728027,-0.05185651779174805,0.05185651779174805,0.0026890984374858817
22,5,26,0.19481316208839417,0.2258620262145996,-0.031048864126205444,0.031048864126205444,0.0009640319635275674
23,1,23,0.23890754580497742,0.21571075916290283,0.023196786642074585,0.023196786642074585,0.0005380909105179299
23,2,24,0.23721785843372345,0.18380248546600342,0.05341537296772003,0.05341537296772003,0.002853202069280636
23,3,25,0.23330706357955933,0.22516512870788574,0.008141934871673584,0.008141934871673584,6.629110345457434e-05
23,4,26,0.23990020155906677,0.22815430164337158,0.01174589991569519,0.01174589991569519,0.00013796616482952828
23,5,27,0.2647078335285187,0.27639901638031006,-0.011691182851791382,0.011691182851791382,0.00013668375647402087
